lfd;Kurzform;Ortsname_BadWB;Lat;Lon
475;Grafenhsn i. Schw.;Grafenhausen i. Schw.;47.77495;8.25731
476;Grasbeuren;Grasbeuren;47.7313108;9.2977489
477;Grauelsbaum;Grauelsbaum;48.7357885;7.9825142
478;Greffern;Greffern;48.7521656;8.0056049
479;Gremmelsb.;Gremmelsbach;48.1590731;8.2555173
480;Grenzach-Wyhlen;Grenzach-Wyhlen;47.5528548;7.6737981
481;Grenzhof;Grenzhof;49.41809;8.59574
482;Gresgen;Gresgen;47.711889;7.8188644
483;Griesb. (Freudenst.);Griesbach (Freudenst.);48.45041;8.23494
484;Griesb. (Simonsw.);Griesbach (Simonsw.);48.0895918;8.0915691
485;Grieshm;Griesheim;48.5104879;7.9253753
486;Grießen;Grießen;47.6264888;8.4109158
487;Grimmelshfn;Grimmelshofen;47.7861745;8.497838
488;Grißhm;Grißheim;47.8720469;7.5904683
489;Gromb;Grombach;49.2284445;8.9970131
490;Großeicholzhm;Großeicholzheim;49.4439727;9.288189
491;Großrind.;Großrinderfeld;49.6657707;9.7332965
492;Großsachsen;Großsachsen;49.5125945;8.6598293
493;Großschönach;Großschönach;47.8627073;9.2361602
494;Großw.;Großweier;48.6533046;8.0472781
495;Grötzgn;Grötzingen;49.0070818;8.4976343
496;Grünenwört;Grünenwört;49.774789;9.47467
497;Grunern;Grunern;47.8713724;7.720788
498;Grüngn;Grüningen;47.9841984;8.4715785
499;Grünsf.;Grünsfeld;49.6082782;9.7447803
500;Grünsfeldhsn;Grünsfeldhausen;49.6246742;9.7406799
501;Grünwald;Grünwald;47.8422182;8.2407755
502;Grünwettersb.;Grünwettersbach;48.957369;8.4685787
503;Grünwinkel;Grünwinkel;49.0017745;8.3551901
504;Gundelfgn;Gundelfingen;48.0441176;7.8686038
505;Gündelwangen;Gündelwangen;47.8426163;8.2864051
506;Gündlgn;Gündlingen;48.01405;7.640197
507;Günnenb.;Günnenbach;47.5831763;7.9328229
508;Günterst.;Günterstal;47.9667841;7.8567215
509;Gundholzen;Gundholzen;47.70272065;8.988910628
510;Gupf;Gupf;47.7053162;7.5989999
511;Gurtweil;Gurtweil;47.6412423;8.2465136
512;Gutach (Schwwaldb.);Gutach a. d. Schwwaldb.;48.24844;8.21293
513;Gutach (Elzt.);Gutach i. Elzt.;48.11667;7.98333
514;Gütenb.;Gütenbach;48.0454535;8.1381577
515;Gutenstein;Gutenstein;48.0786999;9.1161375
516;Gutmadgn;Gutmadingen;47.9106423;8.615817
517;Guttenb.;Guttenbach;49.389961;9.0766248
518;Güttgn;Güttingen;47.7723234;8.9903648
519;Haag;Haag;49.3930241;8.9236356
520;Haagen;Haagen;47.63758;7.6782
521;Hach;Hach;47.7967944;7.6033703
522;Häg;Häg;47.7335036;7.916262
523;Hägelbg;Hägelberg;47.6617147;7.7271254
524;Hagen;Hagen;47.63758;7.6782
525;Hagnau;Hagnau;47.6749642;9.3161678
526;Hagsf.;Hagsfeld;49.0335862;8.4579739
527;Haigerach;Haigerach;48.428028;8.067683
528;Hainst.;Hainstadt;49.5407085;9.332366
529;Halberstung;Halberstung;48.7599001;8.1407808
530;Halbmeil;Halbmeil;48.2901339;8.270898
531;Haltgn;Haltingen;47.6152532;7.6163573
532;Hamb.;Hambach;48.363057;8.08778
533;Hambg;Hamberg;48.81982;8.77449
534;Hambrücken;Hambrücken;49.1861055;8.5449438
535;Hammereis.;Hammereisenbach-Bregenbach;47.99597;8.31967
536;Hammerstein;Hammerstein;47.6893882;7.6446161
537;Handsch.;Handschuhsheim;49.4306859;8.6831779
538;Hänner;Hänner;47.595303;8.0342605
539;Happach;Happach;48.304815;8.205897
540;Hardhm;Hardheim;49.6101843;9.4732442
541;Harpolgn;Harpolingen;47.5723455;8.000997
542;Harthm (Freib.);Hartheim (Freib.);47.93333;7.63333
543;Harthm (Meßk.);Hartheim (Meßk.);48.15593;8.93386
544;Hartschwand;Hartschwand;47.6687787;8.066153
545;Hasel;Hasel;47.6526083;7.8969746
546;Haslach (Freib.);Haslach (Freib.);47.99282;7.80303
547;Haslach (Oberk.);Haslach (Oberk.);48.56531;8.05658
548;Haslach i. K.;Haslach i. K.;48.27773;8.08941
549;Hasselb.;Hasselbach;49.25934;8.987326
550;Haßmershm;Haßmersheim;49.3010953;9.1466828
551;Hattenwlr;Hattenweiler;47.8596886;9.2777853
552;Hattgn;Hattingen;47.9223791;8.7839359
553;Haueneberstein;Haueneberstein;48.8058205;8.2218408
554;Hauenstein;Hauenstein;47.5816403;8.1064668
555;Haugn;Hauingen;47.6429856;7.6937985
556;Hausach;Hausach;48.2836305;8.174972
557;Hausen (Donauesch.);Hausen (Donauesch.);47.9159;8.67424
558;Hausen a. d. Aach;Hausen a. d. Aach;47.79151;8.84112
559;Hausen a. d. M.;Hausen a. d. M.;47.95617;7.66939
560;Hausen i. T.;Hausen i. T.;48.08522;9.03852
561;Hausen i. W.;Hausen i. W.;47.68128;7.83986
562;Hausen vor Wald;Hausen vor Wald;47.8918;8.48923
563;Hauserb.;Hauserbach;48.27855;8.154721
564;Häusern;Häusern;47.75;8.16667
565;Heckf.;Heckfeld;49.5514466;9.6364892
566;Hecklgn;Hecklingen;48.1698754;7.7712276
567;Heddesb.;Heddesbach;49.4810598;8.8278266
568;Heddeshm;Heddesheim;49.5054905;8.6024574
569;Heidelbg;Heidelberg;49.4093582;8.694724
570;Heidelshm;Heidelsheim;49.100795;8.645494
571;Heidenhfn;Heidenhofen;47.9838963;8.5659161
572;Heidersb.;Heidersbach;49.4533135;9.2477407
573;Heiligenbg;Heiligenberg;47.8208084;9.3118409
574;Heiligenholz;Heiligenholz;47.8530947;9.266088
575;Heiligenz.;Heiligenzell;48.364233;7.8979474
576;Heiligkreuzst.;Heiligkreuzsteinach;49.4862253;8.7972365
577;Heimb.;Heimbach;48.1622967;7.8301905
578;Heinshm;Heinsheim;49.2609926;9.1513095
579;Heinstet.;Heinstetten;48.1351843;8.9633625
580;Heitershm;Heitersheim;47.8736185;7.6580337
581;Helmlgn;Helmlingen;48.7074374;7.9694636
582;Helmshm;Helmsheim;49.085135;8.640945
583;Helmst.;Helmstadt;49.34118;9.02513
584;Hemmenhfn;Hemmenhofen;47.67344;8.967957
585;Hemsb. (Adelsh.);Hemsbach (Adelsh.);49.42912;9.40129
586;Hemsb. (Weinh.);Hemsbach (Weinh.);49.59075;8.64779
587;Hepb.;Hepbach;47.7204163;9.4305565
588;Heppenschwand;Heppenschwand;47.7245281;8.1620632
589;Herbolzhm (Bleich);Herbolzheim a. d. Bleich;48.21884;7.77746
590;Herbolzhm (Jagst);Herbolzheim a. d. Jagst;49.28099;9.25834
591;Herdern;Herdern;48.0115;7.85936
592;Herdwangen;Herdwangen;47.8629309;9.1688215
593;Herlesries;Herlesries;48.4296007;8.1604823
594;Herrenschwand;Herrenschwand;47.7675298;7.9528484
595;Herrenwies;Herrenwies;48.6588316;8.2656906
596;Herrischrd;Herrischried;47.6665531;8.0006455
597;Herrischwand;Herrischwand;47.679704;8.01186
598;Herten;Herten;47.556031;7.7347234
599;Hertgn;Hertingen;47.7236287;7.5868105
600;Herzogenwlr;Herzogenweiler;48.0253386;8.3719994
601;Hesselb.;Hesselbach;48.4993379;8.0647206
602;Hesselh.;Hesselhurst;48.5172296;7.8847052
603;Hettigenbeuern;Hettigenbeuern;49.5795778;9.264047
604;Hettgn;Hettingen;49.51794;9.36364
605;Heub.;Heubach;48.31728;8.32263
606;Heubronn;Heubronn;47.80122;7.80785
607;Heud. i. H.;Heudorf  i. H.;47.9137;8.93558
608;Heud. (Meßk.);Heudorf (Meßk.);47.99532;9.07248
609;Heuwlr;Heuweiler;48.0546959;7.9052909
610;Hierb.;Hierbach;47.6859184;8.0905192
611;Hildmannsf.;Hildmannsfeld;48.7337992;8.0591485
612;Hilpertsau;Hilpertsau;48.7375509;8.3478522
613;Hilsb.;Hilsbach;49.195133;8.861397
614;Hilsenhain;Hilsenhain;49.5119884;8.7719165
615;Hilzgn;Hilzingen;47.7650022;8.7847713
616;Hindelwangen;Hindelwangen;47.8630609;9.0103286
617;Hintertodtm.;Hintertodtmoos;47.7520919;8.0063995
618;Hinterztn;Hinterzarten;47.9063718;8.103622
619;Hintschgn;Hintschingen;47.9243031;8.6980473
620;Hirschlanden;Hirschlanden;49.474191;9.501076
621;Hochd.;Hochdorf;48.04862;7.802311
622;Hochemmgn;Hochemmingen;48.0290991;8.5687519
623;Höchenschwand;Höchenschwand;47.7354379;8.1659943
624;Hochhsn (Mosb.);Hochhausen (Mosb.);49.323141;9.103185
625;Hochhsn (Tauber);Hochhausen a. d. Tauber;49.6635329;9.6333051
626;Hochsal;Hochsal;47.5898727;8.0803806
627;Hochstet. (Breis.);Hochstetten (Breis.);48.019259;7.610094
628;Hochstet. (Link.);Hochstetten (Link.);49.135129;8.414175
629;Hockenhm;Hockenheim;49.3188892;8.5475467
630;Hödgn;Hödingen;47.7885725;9.1323233
631;Hörchenbg;Hörchenberg;48.6158255;8.1450526
632;Hofen;Hofen;47.6922242;7.7476392
633;Hoffenhm;Hoffenheim;49.2723872;8.8409448
634;Hofsgrund;Hofsgrund;47.900949;7.8980993
635;Hofstet.;Hofstetten;48.2589583;8.0677539
636;Hofw.;Hofweier;48.4237258;7.9082188
637;Hogschür;Hogschür;47.6478419;8.0159559
638;Höhef.;Höhefeld;49.7132472;9.6113139
639;Hohenbodman;Hohenbodman;47.8228517;9.2080997
640;Hohenegg;Hohenegg;47.7486593;7.8115994
641;Hohensachsen;Hohensachsen;49.5187639;8.6696038
642;Hohenst.;Hohenstadt;49.491705;9.516613
643;Hohentengen;Hohentengen;47.57068;8.434426
644;Hohenwart;Hohenwart;48.8329136;8.7322478
645;Hohenwettersb.;Hohenwettersbach;48.966316;8.4807718
646;Hohnh.;Hohnhurst;48.4929126;7.8624077
647;Holdersb.;Holdersbach;48.385572;8.172785
648;Holl;Holl;47.7370466;7.810597
649;Hollerb.;Hollerbach;49.5150538;9.2807244
650;Höllstein;Höllstein;47.6395447;7.7481389
651;Holzen;Holzen;47.6937754;7.6257723
652;Holzhsn (Emm.);Holzhausen (Emm.);48.070929;7.799271
653;Holzhsn (Kehl);Holzhausen (Kehl);48.62584;7.919995
654;Hombg;Homberg;47.81368;9.424058
655;Honau;Honau;48.6404331;7.8717762
656;Hondgn;Hondingen;47.8650436;8.5700348
657;Honstet.;Honstetten;47.8939185;8.8841287
658;Höpfgn;Höpfingen;49.5999517;9.432936
659;Hoppetenz.;Hoppetenzell;47.8922326;9.0098123
660;Horben;Horben;47.9352957;7.8584745
661;Hörden;Hörden;48.7824292;8.3439379
662;Horhm;Horheim;47.6488676;8.3470934
663;Horn;Horn;47.694233;8.993372
664;Hornb.;Hornbach;49.5951004;9.2892938
665;Hornbg (Säck.);Hornberg (Säck.);47.659613;7.950885
666;Hornbg (Schwwaldb.);Hornberg (Schwwaldb.);48.212717;8.23157
667;Horrenbg;Horrenberg;49.281676;8.781095
668;Hottgn;Hottingen;47.6230017;8.007987
669;Hub;Hub;48.665965;8.133319
670;Hubertshfn;Hubertshofen;47.9599104;8.3908509
671;Huchenf.;Huchenfeld;48.857612;8.6991744
672;Hüffenhardt;Hüffenhardt;49.2908862;9.0827453
673;Hüfgn;Hüfingen;47.9269484;8.4892187
674;Hügelhm;Hügelheim;47.829021;7.621141
675;Hügelshm;Hügelsheim;48.7972825;8.1118983
676;Hugstet.;Hugstetten;48.0533687;7.781347
677;Hugsw.;Hugsweier;48.3630504;7.8366199
678;Hundhm;Hundheim;49.6923424;9.467127
679;Hundsb.;Hundsbach;48.6155394;8.2787672
680;Hundseck;Hundseck;48.6448143;8.2309535
681;Hünghm;Hüngheim;49.4123104;9.5184847
682;Hürrlgn;Hürrlingen;47.7235497;8.2828411
683;Hüsgn;Hüsingen;47.6306666;7.7403403
684;Hütten;Hütten;47.627556;7.9500697
685;Huttenhm;Huttenheim;49.1982786;8.4668757
686;Hüttersb.;Hüttersbach;48.404147;8.04051
687;Huttgn;Huttingen;47.672493;7.548737
688;Ib. (Offb.);Ibach (Offb.);48.454999;8.163383
689;Ib. (Säck.);Ibach (Säck.);47.743466;8.068271
690;Ichenhm;Ichenheim;48.4334792;7.8105251
691;Iffezhm;Iffezheim;48.8209175;8.1421337
692;Ihrgn;Ihringen;48.0439812;7.6483815
693;Illgn;Illingen;48.931287;8.210399
694;Illmensee;Illmensee;47.864499;9.3766192
695;Illwangen;Illwangen;47.8436524;9.3922686
696;Ilmspan;Ilmspan;49.6658631;9.7908705
697;Ilveshm;Ilvesheim;49.4735917;8.5673003
698;Immendgn;Immendingen;47.9391577;8.734422
699;Immeneich;Immeneich;47.6968748;8.1251653
700;Immenstaad;Immenstaad;47.666574;9.365216
701;Impfgn;Impfingen;49.647561;9.6598203
702;Indlekofen;Indlekofen;47.6588529;8.2214276
703;Inzlgn;Inzlingen;47.5887631;7.6869534
704;Ippgn;Ippingen;47.9836803;8.6670658
705;Isprgn;Ispringen;48.9205599;8.6690154
706;Istein;Istein;47.6584833;7.5396199
707;Ittend.;Ittendorf;47.7010935;9.3384522
708;Ittenschwand;Ittenschwand;47.7588059;7.877951
709;Ittersb.;Ittersbach;48.8677921;8.5067607
710;Ittlgn;Ittlingen;49.1920354;8.9321129
711;Iznang;Iznang;47.7157232;8.9594697
712;Jechtgn;Jechtingen;48.119946;7.608509
713;Jestet.;Jestetten;47.65;8.56667
714;Jöhlgn;Jöhlingen;49.031465;8.574356
715;Jost.;Jostal;47.9550507;8.1600599
716;Jungholz;Jungholz;47.6006347;7.9534014
717;Kadelburg;Kadelburg;47.6107767;8.2965651
718;Käfert.;Käfertal;49.5116736;8.5158767
719;Kaltbrunn;Kaltbrunn;48.346109;8.352346
720;Kaltenb.;Kaltenbach;47.7549089;7.7255337
721;Kaltenbronn;Kaltenbronn;48.706363;8.431749
722;Kaltenbrunn;Kaltenbrunn;49.6479767;9.3588714
723;Kandern;Kandern;47.714697;7.6610865
724;Kappel (Neust.);Kappel (Neust.);47.873197;8.232265
725;Kappel (Vill.);Kappel (Vill.);48.111733;8.502932
726;Kappel a. Rh.;Kappel a. Rh.;48.29219;7.741146
727;Kappel i. T.;Kappel i. T.;47.9646668;7.9087001
728;Kappelrodeck;Kappelrodeck;48.591285;8.1177267
729;Kappelwi.;Kappelwindeck;48.6903239;8.145914
730;Karlsd.;Karlsdorf;49.1362062;8.5434328
731;Karlsr.;Karlsruhe;49.0068705;8.4034195
732;Karsau;Karsau;47.587065;7.7987903
733;Kartung;Kartung;48.7760646;8.1724003
734;Käsacker;Käsacker;47.7547552;7.6937048
735;Katzenmoos;Katzenmoos;48.1671494;8.0339401
736;Katzensteig;Katzensteig;48.086113;8.179006
737;Katzent.;Katzental;49.373224;9.266326
738;Kehl;Kehl;48.5728929;7.8109768
739;Kemb.;Kembach;49.742803;9.6275081
740;Kenzgn;Kenzingen;48.1918267;7.7689368
741;Keppenb.;Keppenbach;48.1442847;7.9197847
742;Ketsch;Ketsch;49.367538;8.5237178
743;Kiechlinsbergen;Kiechlinsbergen;48.1231835;7.6547922
744;Kieselbronn;Kieselbronn;48.9339465;8.7479626
745;Kippenhsn;Kippenhausen;47.6720671;9.3516327
746;Kippenhm;Kippenheim;48.2952196;7.8235952
747;Kippenheimwlr;Kippenheimweiler;48.3182043;7.8051884
748;Kirchardt;Kirchardt;49.2060256;8.9915645
749;Kirchd.;Kirchdorf;48.0151287;8.4701239
750;Kirchen (Donauesch.);Kirchen (Donauesch.);47.908611;8.671871
751;Kirchen (Efrgn);Kirchen (Efrgn);47.647711;7.567849
752;Kirchf.;Kirchfeld;49.0487312;8.3974192
753;Kirchhsn;Kirchhausen;47.713749;7.754925
754;Kirchhm;Kirchheim;49.377499;8.665763
755;Kirchhfn;Kirchhofen;47.9226854;7.7409941
756;Kirchztn;Kirchzarten;47.9651461;7.9573306
757;Kirnb.;Kirnbach;48.26199;8.24679
758;Kirrlach;Kirrlach;49.2443691;8.5408047
759;Kirschbaumwasen;Kirschbaumwasen;48.62476325;8.354521923
760;Kittersburg;Kittersburg;48.5016068;7.8357773
761;Kleinkems;Kleinkems;47.6862094;7.5235689
762;Kleinlaufenburg;Kleinlaufenburg;47.5671976;8.0599414
763;Kleinsteinb.;Kleinsteinbach;48.9657328;8.5502578
764;Klengen;Klengen;48.0068826;8.4685784
765;Klepsau;Klepsau;49.3880484;9.6728991
766;Klösterle;Klösterle;48.4259358;8.3301085
767;Kluftern;Kluftern;47.6921986;9.4008373
768;Kniebis;Kniebis;48.4720808;8.3106312
768;Kniebis;Kniebis;48.4720808;8.3106312
769;Knielgn;Knielingen;49.0299133;8.3402502
770;Kollmarsr.;Kollmarsreute;48.1019359;7.8800918
771;Kollnau;Kollnau;48.106722;7.971779
772;Kommgn;Kommingen;47.816107;8.6144861
773;Köndrgn;Köndringen;48.13905;7.805324
774;Könighm;Königheim;49.6182679;9.5951636
775;Königsb.;Königsbach;48.9665979;8.6080582
776;Königschaffhsn;Königschaffhausen;48.1349825;7.6561695
777;Königsf.;Königsfeld;48.14007;8.419631
778;Königshfn;Königshofen;49.5471848;9.7315312
779;Konst.;Konstanz;47.65929;9.17482
780;Korb;Korb;49.355248;9.399277
781;Kork;Kork;48.5670016;7.8702056
782;Krauthm;Krautheim;49.3861751;9.6346258
783;Kreenheinstet.;Kreenheinstetten;48.0574191;9.0525638
783;Kreenheinstet.;Kreenheinstetten;48.0574191;9.0525638
784;Krenkgn;Krenkingen;47.6823462;8.3054526
785;Krenshm;Krensheim;49.6374717;9.7790812
786;Kronau;Kronau;49.2190434;8.6328799
787;Krozgn;Krozingen;47.9118288;7.7033313
788;Krumb. (Meßk.);Krumbach (Meßk.);47.961989;9.045819
789;Krumb. (Mosb.);Krumbach (Mosb.);49.453811;9.183768
790;Kuhb.;Kuhbach;48.3380968;7.9074197
791;Kühlenbronn;Kühlenbronn;47.7751224;7.783167
792;Külshm;Külsheim;49.6696553;9.5207106
793;Kuppenhm;Kuppenheim;48.8272323;8.2545743
794;Kupprichhsn;Kupprichhausen;49.5272434;9.6210962
795;Kürnb.;Kürnbach;49.0775127;8.8456259
796;Kürnbg;Kürnberg;47.6645455;7.86976
797;Kürz.;Kürzell;48.3853924;7.8159121
798;Küßnach;Küßnach;47.5942417;8.3640125
799;Kützbrunn;Kützbrunn;49.5809016;9.7593006
800;Ladenburg;Ladenburg;49.4724349;8.6106455
801;Lahr;Lahr;48.338896;7.8710825
802;Lampenhain;Lampenhain;49.4983633;8.7648266
803;Landeck;Landeck;48.1495517;7.8411153
804;Landshsn;Landshausen;49.1481861;8.8069259
805;Langenalb;Langenalb;48.8444597;8.4984243
806;Langenb. (Vill.);Langenbach (Vill.);48.05404;8.300155
807;Langenb. (Wolf.);Langenbach (Wolf.);48.318675;8.246922
808;Langenbrand;Langenbrand;48.702838;8.362507
809;Langenbrücken;Langenbrücken;49.2027018;8.6480013
810;Langenelz;Langenelz;49.5162376;9.2056201
811;Langenhard;Langenhard;48.3101631;7.8986858
812;Langenhart;Langenhart;48.046328;9.1031689
813;Langeno.;Langenordnach;47.955433;8.197979
814;Langenrain;Langenrain;47.763101;9.0753348
815;Langensch.;Langenschiltach;48.1601845;8.3166036
816;Langensee;Langensee;47.742851;7.819053
817;Langenstein;Langenstein;47.842918;8.902526
818;Langensteinb.;Langensteinbach;48.9132567;8.5049232
819;Langenwi.;Langenwinkel;48.3323318;7.8225446
820;Langgassen;Langgassen;47.8717743;9.3309676
821;Langhard;Langhard;47.9513045;7.8076385
822;Langh.;Langhurst;48.4732662;7.8769449
823;Lauda;Lauda;49.5675798;9.7037031
824;Laudenb.;Laudenbach;49.6122232;8.6509705
825;Laudenbg;Laudenberg;49.4813436;9.2155953
826;Lauf;Lauf;48.6485831;8.1292199
827;Laufen;Laufen;47.842448;7.682618
828;Laufenburg;Laufenburg;47.5671976;8.0599414
829;Laushm;Lausheim;47.8119502;8.4527665
830;Lautenb. (Gernsb.);Lautenbach (Gernsb.);48.7561342;8.3694947
831;Lautenb. (Rench);Lautenbach (Rench);48.5198867;8.1146774
832;Legelsh.;Legelshurst;48.5712606;7.9145757
833;Lehen;Lehen;48.0167693;7.8022723
834;Lehenge.;Lehengericht;48.269264;8.362983
835;Lehnacker;Lehnacker;47.7086064;7.7625275
836;Lehngn;Lehningen;48.7943883;8.8177414
837;Leibenst.;Leibenstadt;49.369199;9.4194487
838;Leiberstung;Leiberstung;48.7532117;8.0997247
839;Leibertgn;Leibertingen;48.0438138;9.0117958
839;Leibertgn;Leibertingen;48.0438138;9.0117958
840;Leimen;Leimen;49.3491417;8.6909951
841;Leipferdgn;Leipferdingen;47.8654706;8.6678258
842;Leiselhm;Leiselheim;48.126019;7.635511
843;Lellwangen;Lellwangen;47.7975986;9.366617
844;Lemb.;Lembach;47.8034009;8.4301366
845;Lengenrieden;Lengenrieden;49.5290157;9.640628656
846;Lenzk.;Lenzkirch;47.8682042;8.2022783
847;Leopoldshafen;Leopoldshafen;49.096332;8.3990376
848;Leustet.;Leustetten;47.809321;9.294756
849;Leutersbg;Leutersberg;47.9668184;7.7799408
850;Leutershsn;Leutershausen;49.4993491;8.660328
851;Leuteshm;Leutesheim;48.6266794;7.8564824
852;Leutk.;Leutkirch;47.757561;9.321804
853;Leutschenb.;Leutschenbach;48.1722798;8.2608395
854;Lichtenau;Lichtenau;48.7251415;8.0072464
855;Lichtent.;Lichtental;48.745879;8.2582669
856;Liedolshm;Liedolsheim;49.1622721;8.4175444
857;Liel;Liel;47.7393901;7.6066005
858;Lienhm;Lienheim;47.573502;8.3762648
859;Lierb.;Lierbach;48.496248;8.187377
860;Liggergn;Liggeringen;47.7746446;9.0274194
861;Liggersd.;Liggersdorf;47.8869987;9.110283466
862;Limb.;Limbach;49.4619356;9.2112167
863;Limpach;Limpach;47.7946942;9.429628
864;Linach;Linach;48.02578795;8.241416028
865;Lindach (Eberb.);Lindach (Eberb.);49.41686;9.007653
866;Lindach (Gengb.);Lindach (Gengb.);48.375773;8.068055
867;Lindelb.;Lindelbach;49.7572032;9.5838588
868;Linkenhm;Linkenheim;49.1233736;8.4077995
869;Linx;Linx;48.6241412;7.893693
870;Lipburg;Lipburg;47.785787;7.65856
871;Lippertsr.;Lippertsreute;47.8052942;9.2382805
872;Liptgn;Liptingen;47.9385454;8.9090562
873;Littenwlr;Littenweiler;47.9773178;7.8961055
874;Litzelstet.;Litzelstetten;47.7133163;9.1726172
875;Lobenf.;Lobenfeld;49.3557627;8.8706676
876;Löcherbg;Löcherberg;48.4329539;8.1758767
877;Löffgn;Löffingen;47.8839004;8.3446627
878;Lohrb.;Lohrbach;49.399852;9.138915
879;Lörrach;Lörrach;47.6120896;7.6607218
880;Lottstet.;Lottstetten;47.6275156;8.5736163
881;Ludwigshafen;Ludwigshafen;47.8177978;9.056572
882;Lütschenb.;Lütschenbach;47.7457295;7.7182515
883;Lützelsachsen;Lützelsachsen;49.5295086;8.6656299
884;Luttgn;Luttingen;47.5720895;8.0953369
885;Mahlbg;Mahlberg;48.2871478;7.8124221
886;Mahlspüren i. H.;Mahlspüren i. H.;47.8754309;8.9783654
887;Mahlspüren i. T.;Mahlspüren i. T.;47.8632668;9.0962215
888;Mainau;Mainau;47.7052926;9.194512844
889;Mainwangen;Mainwangen;47.9248027;9.0100788
890;Maisach;Maisach;48.4721358;8.2010979
891;Maleck;Maleck;48.1294507;7.8851394
892;Malsburg;Malsburg;47.7328144;7.7083209
893;Malsch (Ettl.);Malsch (Ettl.);48.883964;8.334228
894;Malsch (Wiesl.);Malsch (Wiesl.);49.245167;8.68297
895;Malschenbg;Malschenberg;49.2550577;8.6807668
896;Malterdgn;Malterdingen;48.1621664;7.7951587
897;Mamb.;Mambach;47.7279496;7.8781592
898;Mannhm;Mannheim;49.4892913;8.4673098
899;Mappach;Mappach;47.6825663;7.5982586
900;Marb. (Tbb.);Marbach (Tbb.);49.565462;9.728026
901;Marb. (Vill.);Marbach (Vill.);48.031781;8.471113
902;Markd. a. B.;Markdorf a. B.;47.7206;9.390854
903;Markd. a. Dinkelbg;Markdorf a. Dinkelbg;47.550514;7.714625
904;Markelfgn;Markelfingen;47.7431322;9.0032406
905;Märkt;Märkt;47.6248367;7.5813855
906;Marlen;Marlen;48.5218664;7.8237061
907;Marxz.;Marxzell;48.8618255;8.4486959
908;Marz.;Marzell;47.7711778;7.7262139
909;Mauchen (Müllh.);Mauchen (Müllh.);47.763564;7.592793
910;Mauchen (Stühl.);Mauchen (Stühl.);47.738546;8.39063
911;Mauenhm;Mauenheim;47.9021978;8.7529872
912;Mauer;Mauer;49.3393776;8.7998674
913;Maugenhard;Maugenhard;47.674961;7.6320748
914;Maulburg;Maulburg;47.6415301;7.7795147
915;Meckeshm;Meckesheim;49.3209158;8.8159217
916;Meersburg;Meersburg;47.6955538;9.2719656
917;Meißenhm;Meißenheim;48.41088;7.773541
918;Memprechtshfn;Memprechtshofen;48.6820814;7.9843376
919;Mengen;Mengen;47.9579;7.71101
920;Menngn;Menningen;48.008393;9.160224
921;Menzenschwand;Menzenschwand;47.817637;8.070735
922;Menzgn;Menzingen;49.1384019;8.7720814
923;Merchgn;Merchingen;49.4010818;9.5077722
924;Merdgn;Merdingen;48.0195754;7.6847988
925;Merzhsn;Merzhausen;47.9648327;7.8254423
926;Messelhsn;Messelhausen;49.5754531;9.788308
927;Meßk.;Meßkirch;47.9939249;9.1122006
928;Mettenbg;Mettenberg;47.751278;8.26799
929;Michelb. (Eberb.);Michelbach (Eberb.);49.374957;8.961814
930;Michelb. (Gernsb.);Michelbach (Gernsb.);48.818154;8.351486
931;Michelf.;Michelfeld;49.225418;8.783587
932;Mietershm;Mietersheim;48.3307818;7.8435981
