lfd;Kurzform;Ortsname_BadWB;Lat;Lon
933;Mimmenhsn;Mimmenhausen;47.7623289;9.2899724
934;Mindersd.;Mindersdorf;47.895672;9.0745384
935;Mingolshm;Mingolsheim;49.220399;8.657844
936;Minseln;Minseln;47.6043737;7.7901117
937;Mistelbrunn;Mistelbrunn;47.9576901;8.3637878
938;Mittelschefflenz;Mittelschefflenz;49.4006263;9.2797634
939;Möggingen;Möggingen;47.765886;9.0028244
940;Möhrgn;Möhringen;47.960331;8.766162
941;Mönchwlr;Mönchweiler;48.0993425;8.426761
942;Mönchz.;Mönchzell;49.3346624;8.8501766
943;Mondf.;Mondfeld;49.7828451;9.4176431
944;Moos (Bühl);Moos (Bühl);48.7181788;8.0617653
945;Moos (Konst.);Moos (Konst.);47.72449;8.93404
946;Moosbrunn;Moosbrunn;49.4251659;8.930648
947;Mörsch;Mörsch;48.9611441;8.2892136
948;Mörschenhardt;Mörschenhardt;49.5693264;9.1718046
949;Mörtelstein;Mörtelstein;49.358903;9.0479325
950;Mösb.;Mösbach;48.596951;8.065004
951;Mosb.;Mosbach;49.3521085;9.1460205
952;Mückenloch;Mückenloch;49.3878816;8.8580345
953;Muckenschopf;Muckenschopf;48.6949618;7.9880349
954;Mudau;Mudau;49.5330014;9.203843
955;Muggenbrunn;Muggenbrunn;47.8587535;7.9171738
956;Muggensturm;Muggensturm;48.8701198;8.2798439
957;Mühlb.;Mühlbach;49.09874;8.90028
958;Mühlburg;Mühlburg;49.0133216;8.3635856
959;Mühlenb.;Mühlenbach;48.2540384;8.1105827
960;Mühlhsn (Pforzh.);Mühlhausen (Pforzh.);48.807148;8.823046
961;Mühlhsn (Sing.);Mühlhausen (Sing.);47.810435;8.809688
962;Mühlhsn (Wiesl.);Mühlhausen (Wiesl.);49.247989;8.726031
963;Mühlgn;Mühlingen;47.9122569;9.0165311
964;Mülben;Mülben;49.4641783;9.0968206
964;Mülben;Mülben;49.4641783;9.0968206
965;Müllen;Müllen;48.46794745;7.835978744
966;Müllhm;Müllheim;47.809642;7.626389
967;Münchhöf;Münchhöf;47.8801243;8.9529109
968;Münchgn;Münchingen;47.82586;8.3948144
969;Münchw.;Münchweier;48.2487036;7.8568163
970;Mundelfgn;Mundelfingen;47.867706;8.4670961
971;Mundgn;Mundingen;48.1356154;7.8361014
972;Münzeshm;Münzesheim;49.12324;8.715391
973;Munzgn;Munzingen;47.9696412;7.698233
974;Murg;Murg;47.556561;8.024888
975;Mußb.;Mußbach;48.1310726;7.9826511
976;Mutschelb.;Mutschelbach;48.94199;8.533606
977;Nack;Nack;47.6073397;8.5788375
978;Nassig;Nassig;49.7351607;9.4506021
979;Neckarau;Neckarau;49.4526788;8.4928241
980;Neckarbischofshm;Neckarbischofsheim;49.293192;8.9617359
981;Neckarburken;Neckarburken;49.3786293;9.1681837
982;Neckarelz;Neckarelz;49.3416629;9.105137
983;Neckargemünd;Neckargemünd;49.3954054;8.7965893
984;Neckargerach;Neckargerach;49.4003125;9.0708092
985;Neckarhsn;Neckarhausen;49.4678238;8.5988164
986;Neckarkatzenb.;Neckarkatzenbach;49.3842729;9.0340166
987;Neckarmühlb.;Neckarmühlbach;49.2829732;9.1337201
988;Neckarsteinach;Neckarsteinach;49.407723;8.838206
989;Neckarwimmersb.;Neckarwimmersbach;49.4551524;8.9802949
990;Neckarzimmern;Neckarzimmern;49.3182713;9.1322724
991;Neibshm;Neibsheim;49.0713712;8.6856885
992;Neidenstein;Neidenstein;49.3167;8.88472
993;Nenzgn;Nenzingen;47.8429617;8.9609238
994;Nesselrd;Nesselried;48.5195001;8.004527
995;Nesselwangen;Nesselwangen;47.8168615;9.1163108
996;Neuburgw.;Neuburgweier;48.9705048;8.2664405
997;Neudenau;Neudenau;49.2940857;9.2731888
998;Neudgn;Neudingen;47.9116877;8.5711224
999;Neud.;Neudorf;49.175268;8.497694
1000;Neuenburg (Donauesch.);Neuenburg (Donauesch.);47.862069;8.426504
1001;Neuenburg a. Rh.;Neuenburg a. Rh.;47.8155916;7.5627871
1002;Neuenbürg;Neuenbürg;49.153473;8.71975
1003;Neuenhm;Neuenheim;49.4179561;8.6859804
1004;Neuenweg;Neuenweg;47.7958222;7.8268252
1005;Neuershsn;Neuershausen;48.0692049;7.7714161
1006;Neufrach;Neufrach;47.7616355;9.3113994
1007;Neuhsn (Engen);Neuhausen (Engen);47.8387169;8.773687
1008;Neuhsn (Hasl.);Neuhausen (Hasl.);48.358074;8.06223
1009;Neuhsn (Pforzh.);Neuhausen (Pforzh.);48.792825;8.778641
1010;Neuhsn (Vill.);Neuhausen (Vill.);48.132563;8.458683
1011;Neuhof;Neuhof;47.849647;7.862084
1012;Neuk.;Neukirch;48.02533;8.173631
1013;Neulußhm;Neulußheim;49.2936758;8.5220709
1014;Neumühl;Neumühl;48.5704137;7.8430575
1015;Neunkirchen;Neunkirchen;49.3886578;9.0080906
1016;Neunstet.;Neunstetten;49.4105847;9.6116823
1017;Neureut;Neureut;49.045649;8.378125
1018;Neusaß;Neusaß;49.6212296;9.3480355
1019;Neusatz;Neusatz;48.6583598;8.1490959
1020;Neust.;Neustadt;47.916704;8.21066
1021;Neuthard;Neuthard;49.128229;8.521603
1022;Neuw.;Neuweier;48.7215648;8.1853115
1023;N.bühl;Niederbühl;48.8412218;8.2176427
1024;N.dossenb.;Niederdossenbach;47.6056109;7.8696226
1025;N.eggenen;Niedereggenen;47.7542892;7.6293575
1026;N.eichsel;Niedereichsel;47.593049;7.7545686
1027;N.eschach;Niedereschach;48.1322546;8.5281173
1028;N.gebisb.;Niedergebisbach;47.6498037;7.9949119
1029;N.hausen;Niederhausen;48.2399311;7.7135589
1030;N.hof;Niederhof;47.5660865;8.034796
1031;N.rimsgn;Niederrimsingen;47.985404;7.669626
1032;N.rotweil;Niederrotweil;48.0851938;7.6115757
1033;N.schopfhm;Niederschopfheim;48.4124225;7.8927775
1034;N.tegernau;Niedertegernau;47.7036136;7.7998682
1035;N.wasser;Niederwasser;48.1902193;8.2291172
1036;N.weiler;Niederweiler;47.80675;7.651694
1037;N.wihl;Niederwihl;47.6195223;8.0731225
1038;N.winden;Niederwinden;48.1437659;8.0227467
1039;Niefern;Niefern;48.9160935;8.7846033
1040;Niklashsn;Niklashausen;49.7041083;9.617409
1041;Nimburg;Nimburg;48.1049349;7.7748184
1042;Nöggenschwiel;Nöggenschwiel;47.6934909;8.2152642
1043;Nollgn;Nollingen;47.5734789;7.7746563
1044;Nonnenw.;Nonnenweier;48.3476599;7.7608934
1045;Nordhalden;Nordhalden;47.8072151;8.6068524
1046;Nordrach;Nordrach;48.4004384;8.083653
1047;Nordschwaben;Nordschwaben;47.6187856;7.8178898
1048;Nordweil;Nordweil;48.1925144;7.8150567
1049;Norsgn;Norsingen;47.9375143;7.728714731
1050;Nöttgn;Nöttingen;48.928486;8.569751
1051;Nußb. (Oberk.);Nußbach (Oberk.);48.535465;8.021491
1052;Nußb. (Tribg);Nußbach (Tribg);48.130611;8.257868
1053;Nußbaum;Nußbaum;48.9889518;8.6937272
1054;Nußd.;Nußdorf;47.753615;9.195833
1055;Nußloch;Nußloch;49.3228653;8.6959385
1056;Nüstenb.;Nüstenbach;49.373044;9.125691
1057;O.achern;Oberachern;48.6185918;8.0839286
1058;O.acker;Oberacker;49.1069695;8.7137838
1059;O.alpfen;Oberalpfen;47.6576151;8.1492356
1060;O.balb.;Oberbalbach;49.5388037;9.7932919
1061;O.baldgn;Oberbaldingen;47.9759274;8.6043728
1062;O.bergen;Oberbergen;48.0953714;7.6550304
1063;O.biederb.;Oberbiederbach;48.218062;8.026483
1064;O.bränd;Oberbränd;47.9491518;8.2920797
1065;O.bruch;Oberbruch;48.728565;8.089009
1066;O.dielb.;Oberdielbach;49.4477041;9.0545433
1066;O.dielb.;Oberdielbach;49.4477041;9.0545433
1067;O.eggenen;Obereggenen;47.7577716;7.6469658
1068;O.eggingen;Obereggingen;47.701669;8.3868411
1069;O.eichsel;Obereichsel;47.5985382;7.7588555
1070;O.entersb.;Oberentersbach;48.3277668;8.0810805
1071;O.eschach;Obereschach;48.1058569;8.469754
1072;O.flockenb.;Oberflockenbach;49.5112841;8.7281985
1073;O.gebisb.;Obergebisbach;47.6542682;7.9779927
1074;O.gimpern;Obergimpern;49.255844;9.0408886
1075;O.glashütte;Oberglashütte;48.1243384;9.0343859
1076;O.glottert.;Oberglottertal;48.0486992;7.9611021
1077;O.gromb.;Obergrombach;49.077217;8.583083
1078;O.harmersb.;Oberharmersbach;48.3727696;8.1267832
1079;O.hausen (Bruchs.);Oberhausen (Bruchs.);49.2574;8.485451
1080;O.hausen (Emm.);Oberhausen (Emm.);48.22653;7.71324
1081;O.häuser;Oberhäuser;47.7588047;7.7965548
1082;O.hof;Oberhof;47.583077;8.030245
1083;O.kessach;Oberkessach;49.3660432;9.4888364
1084;O.kirch;Oberkirch;48.5307122;8.0783998
1085;O.kirnach;Oberkirnach;48.0926357;8.3132735
1086;O.lauchrgn;Oberlauchringen;47.623888;8.325557
1087;O.lauda;Oberlauda;49.5669059;9.6803488
1088;O.mettgn;Obermettingen;47.7206288;8.3598909
1089;O.münstert.;Obermünstertal;47.8743245;7.8166598
1090;O.mutschelb.;Obermutschelbach;48.9336103;8.536123333
1091;Obernd. (Rast.);Oberndorf (Rast.);48.826701;8.279107
1092;Obernd. (Tbb.);Oberndorf (Tbb.);49.4074936;9.591119
1093;O.öwishm;Oberöwisheim;49.1481415;8.6917187
1094;O.precht.;Oberprechtal;48.2142936;8.1419332
1095;O.ried;Oberried;47.9330055;7.9498704
1096;O.rimsgn;Oberrimsingen;47.978383;7.662704
1097;O.rotweil;Oberrotweil;48.0898323;7.6305625
1098;O.sasb.;Obersasbach;48.6321099;8.1050476
1099;O.scheffl.;Oberschefflenz;49.416816;9.284026
1100;O.scheident.;Oberscheidental;49.5075447;9.1502795
1101;O.schopfhm;Oberschopfheim;48.3967513;7.9027713
1102;O.schüpf;Oberschüpf;49.522861;9.677643
1103;O.schwand.;Oberschwandorf;47.958037;8.982962
1104;O.simonswald;Obersimonswald;48.0789717;8.094862
1105;O.spitzenb.;Oberspitzenbach;48.1773782;7.9899722
1106;Obertsrot;Obertsrot;48.7445874;8.3468197
1107;O.uhldgn;Oberuhldingen;47.7346651;9.2456059
1108;O.wangen;Oberwangen;47.7764831;8.3773532
1109;O.wasser;Oberwasser;48.6865503;8.0539279
1110;O.weier (Bühl);Oberweier (Bühl);48.6998833;8.1107377
1111;O.weier (Ettl.);Oberweier (Ettl.);48.913703;8.380969
1112;O.weier (Lahr);Oberweier (Lahr);48.377104;7.900223
1113;O.weier (Rast.);Oberweier (Rast.);48.84651;8.307167
1114;O.weiler;Oberweiler;47.808288;7.672941
1115;O.weschnegg;Oberweschnegg;47.7095865;8.1553299
1116;O.wihl;Oberwihl;47.6211557;8.0481705
1117;O.winden;Oberwinden;48.152948;8.0450017
1118;O.wittighsn;Oberwittighausen;49.6257395;9.8517367
1119;O.wittst.;Oberwittstadt;49.4288343;9.5586081
1120;O.wolf.;Oberwolfach;48.3169714;8.2172428
1121;Obrighm;Obrigheim;49.352445;9.0899361
1122;Ochsenb. (Heidelb.);Ochsenbach (Heidelb.);49.338183;8.738649
1123;Ochsenb. (Pfull.);Ochsenbach (Pfull.);47.904426;9.329065
1124;Odelshfn;Odelshofen;48.5576902;7.8799819
1125;Odenhm;Odenheim;49.1775011;8.7503918
1126;Ödsb.;Ödsbach;48.4990059;8.0891162
1127;Offenb.;Offenburg;48.4716556;7.944378
1128;Offnadgn;Offnadingen;47.9339215;7.7130106
1129;Öfgn;Öfingen;47.9909045;8.6353488
1130;Öflgn;Öflingen;47.5921621;7.9138159
1131;Oftergn;Ofteringen;47.6773484;8.3758935
1132;Oftershm;Oftersheim;49.3695728;8.5829567
1133;Ohlsb.;Ohlsbach;48.4316699;7.9939024
1134;Öhngn;Öhningen;47.6617131;8.8873571
1135;Önsb.;Önsbach;48.6058958;8.0351657
1136;Oos;Oos;48.786786;8.191379
1137;Opferdgn;Opferdingen;47.8720001;8.5047235
1138;Opfgn;Opfingen;48.0008392;7.7169929
1139;Oppenau;Oppenau;48.4751652;8.1646682
1140;Orschw.;Orschweier;48.277072;7.7982742
1141;Orsgn;Orsingen;47.8357983;8.9293656
1142;Ortenbg;Ortenberg;48.4504257;7.9717876
1143;Öschelbronn;Öschelbronn;48.9058811;8.8137924
1144;Osterburken;Osterburken;49.4305787;9.4273773
1145;Östrgn;Östringen;49.2192418;8.7097172
1147;Ötighm;Ötigheim;48.8894679;8.2383062
1148;Ötlgn;Ötlingen;47.6227747;7.6247045
1149;Ottenau;Ottenau;48.7911454;8.3348126
1150;Ottenhm;Ottenheim;48.3861601;7.7579985
1151;Ottenhöfen;Ottenhöfen;48.5658379;8.1521367
1152;Ottersd.;Ottersdorf;48.8607565;8.1548745
1153;Ottersw.;Ottersweier;48.667086;8.1120879
1154;Ottoschwan.;Ottoschwanden;48.1867645;7.897709
1155;Ottwangen;Ottwangen;47.6114954;7.7381617
1156;Owgn;Owingen;47.8095858;9.172317
1157;Paimar;Paimar;49.63976;9.7543211
1158;Palmb.;Palmbach;48.9469176;8.4822808
1159;Paradies;Paradies;47.6654744;9.1665136
1160;Peterst.;Peterstal;48.428696;8.20347
1161;Peterz.;Peterzell;48.1331844;8.3741332
1162;Pfaffenbg;Pfaffenberg;47.7346231;7.8698105
1163;Pfaffenrot;Pfaffenrot;48.8623699;8.4614798
1164;Pfaffenwlr (Freib.);Pfaffenweiler (Freib.);47.936356;7.753467
1165;Pfaffenwlr (Vill.);Pfaffenweiler (Vill.);48.033957;8.416429
1166;Pfohren;Pfohren;47.938897;8.552351
1167;Pforzhm;Pforzheim;48.8908846;8.7029532
1168;Pfullend.;Pfullendorf;47.924349;9.2559822
1169;Philippsburg;Philippsburg;49.2367495;8.4546679
1170;Plankst.;Plankstadt;49.3927294;8.5930329
1171;Pleutersb.;Pleutersbach;49.4527346;8.9524636
1172;Plittersd.;Plittersdorf;48.8846536;8.1563625
1173;Poppenhsn;Poppenhausen;49.6308148;9.8266689
1174;Präg;Präg;47.7789046;7.9674019
1175;Prinzb.;Prinzbach;48.3233074;8.0051696
1176;Pülfrgn;Pülfringen;49.5812835;9.5270439
1177;Radolfz.;Radolfzell;47.7372802;8.9702755
1178;Raich;Raich;47.7510257;7.8000862
1179;Raitb.;Raitbach;47.6825527;7.8615215
1180;Raitenbuch;Raitenbuch;47.8663374;8.1465351
1181;Raithaslach;Raithaslach;47.8822558;8.95988
1182;Rammersw.;Rammersweier;48.4814241;7.9694489
1183;Ramsb.;Ramsbach;48.495521;8.13719
1184;Randegg;Randegg;47.7214839;8.7529344
1185;Randen;Randen;47.8194028;8.5761052
1186;Rapp.;Rappenau;49.2393031;9.101268
1187;Rast;Rast;47.939618;9.12063
1188;Rastatt;Rastatt;48.8574209;8.2088088
1189;Rauenbg (Werthm);Rauenberg (Werthm);49.740883;9.384401
1190;Rauenbg (Wiesl.);Rauenberg (Wiesl.);49.267522;8.703874
1191;Rauent.;Rauental;48.8564408;8.2478596
1192;Raumünzach;Raumünzach;48.6394222;8.3496034
1193;Rechbg (Lörr.);Rechberg (Lörr.);47.660504;7.699205
1194;Rechbg (Waldsh.);Rechberg (Waldsh.);47.650496;8.400308
1195;Reckgn;Reckingen;47.5747235;8.3315391
1196;Reichartshsn;Reichartshausen;49.3576545;8.9434564
1197;Reichenau;Reichenau;47.69563725;9.05920224
1198;Reichenb. (Ettl.);Reichenbach (Ettl.);48.925763;8.47524
1199;Reichenb. (Freiamt);Reichenbach (Freiamt);48.1581534;7.9243497
1200;Reichenb. (Gengb.);Reichenbach (Gengb.);48.426689;8.014019
1201;Reichenb. (Hornbg);Reichenbach (Hornbg);48.2175117;8.2627313
1202;Reichenb. (Lahr);Reichenbach (Lahr);48.3289958;7.9274384
1203;Reichenbuch;Reichenbuch;49.395434;9.097946
1204;Reichent.;Reichental;48.7299258;8.3913685
1205;Reicholzhm;Reicholzheim;49.7278911;9.5344716
1206;Reihen;Reihen;49.217116;8.91501
1207;Reilgn;Reilingen;49.2945507;8.5739147
1208;Reinhardsachsen;Reinhardsachsen;49.6407172;9.3443314
1209;Reiselfgn;Reiselfingen;47.8557214;8.3520741
1210;Reisenb.;Reisenbach;49.5042333;9.1246478
1211;Remetschwiel;Remetschwiel;47.6771916;8.1506958
1212;Renchen;Renchen;48.5873988;8.0143673
1213;Rensbg;Rensberg;48.1756399;8.1805718
1214;Rettighm;Rettigheim;49.23980445;8.700421608
1215;Reute (Emm.);Reute (Emm.);48.082526;7.820974
1216;Reute i. H.;Reute i. H.;47.8880537;8.9075172
1217;Rheinau;Rheinau;49.427869;8.529703
1218;Rheinbisch.;Rheinbischofsheim;48.6533503;7.9281559
1219;Rheinf.;Rheinfelden;47.5605924;7.7861959
1220;Rheinhsn;Rheinhausen;49.27807;8.47213
1221;Rheinhm;Rheinheim;47.5892797;8.3046971
1222;Rheinshm;Rheinsheim;49.2356233;8.418401041
1223;Rheinwlr;Rheinweiler;47.7102932;7.5329468
1224;Rhina;Rhina;47.5606046;8.0481559
1225;Richen;Richen;49.1701338;8.9392902
1226;Rickelshsn;Rickelshausen;47.7416912;8.9285775
1227;Rickenb.;Rickenbach;47.6209218;7.9788595
1228;Ried;Ried;47.755303;7.806502
1229;Riedböhrgn;Riedböhringen;47.8702908;8.5375468
1230;Riedern a. S.;Riedern a. S.;47.6251309;8.4456732
1231;Riedern a. W.;Riedern a. W.;47.7169201;8.2891563
1232;Riedhm (Konst.);Riedheim (Konst.);47.762916;8.748081
1233;Riedhm (Überlgn);Riedheim (Überlgn);47.70404;9.410239
1234;Riedichen;Riedichen;47.7052784;7.8884045
1235;Riedlgn;Riedlingen;47.715312;7.635017
1236;Riedmatt;Riedmatt;47.5902319;7.8216183
1237;Riedöschgn;Riedöschingen;47.8437222;8.607676
1238;Riegel;Riegel;48.150797;7.75016
1239;Rielasgn;Rielasingen;47.7320433;8.8403886
1240;Riersb.;Riersbach;48.380951;8.140941
1241;Riethm;Rietheim;48.031507;8.45639
1242;Ringelb.;Ringelbach;48.5570888;8.087707
1243;Ringshm;Ringsheim;48.2478113;7.7796365
1244;Rinklgn;Rinklingen;49.03437;8.68192
1245;Rinschhm;Rinschheim;49.5138251;9.3931822
1246;Rinthm;Rintheim;49.0154961;8.4407597
1247;Rippbg;Rippberg;49.6217982;9.2954038
1248;Rippenw.;Rippenweier;49.5053703;8.7093174
1249;Rippoldsau;Rippoldsau;48.42826;8.328359
1250;Rippolgn;Rippolingen;47.5764489;7.9883658
1251;Rittenw.;Rittenweier;49.5105036;8.70283
1252;Rittersb.;Rittersbach;49.423729;9.236481
1253;Robern;Robern;49.4522852;9.1623
1254;Rockenau;Rockenau;49.4468461;8.9985455
1255;Roggenbeuren;Roggenbeuren;47.7698987;9.4058699
1256;Rohrb. (Epp.);Rohrbach (Epp.);49.140054;8.856098
1257;Rohrb. (Furtw.);Rohrbach (Furtw.);48.074672;8.256111
1258;Rohrb. (Heidelb.);Rohrbach (Heidelb.);49.380117;8.687261
1259;Rohrb. (Sinsh.);Rohrbach (Sinsh.);49.25253;8.904272
1260;Rohrbg;Rohrberg;47.717899;7.904928
1261;Rohrd.;Rohrdorf;48.018015;9.102188
1262;Röhrenb.;Röhrenbach;47.829584;9.324783
1263;Rohrhardsbg;Rohrhardsberg;48.131019;8.152032
1264;Rorgenwies;Rorgenwies;47.9040691;8.920598
1265;Rosenbg;Rosenberg;49.4571317;9.4738113
1266;Rot;Rot;49.264662;8.630345
1267;Rötenb.;Rötenbach;47.89259;8.295692
1268;Rotenbg;Rotenberg;49.258291;8.715198
1269;Rotenfels;Rotenfels;48.8138719;8.3059891
1270;Rothaus;Rothaus;47.794466;8.244949
1271;Rotzel;Rotzel;47.5947354;8.0618895
1272;Rotzgn;Rotzingen;47.665196;8.0775716
1273;Ruchsen;Ruchsen;49.3188905;9.3797811
1274;Rudenbg;Rudenberg;47.9192327;8.238918
1275;Rüdent.;Rüdental;49.6312373;9.4794306
1276;Rührbg;Rührberg;47.5695741;7.7028045
1277;Ruit;Ruit;49.0082657;8.7249962
1278;Rümmgn;Rümmingen;47.6419637;7.6429253
1279;Rumpfen;Rumpfen;49.5343288;9.2434483
1280;Rüppurr;Rüppurr;48.974643;8.4044285
1281;Rußhm;Rußheim;49.186605;8.423451
1282;Rüßwihl;Rüßwihl;47.6311262;8.0702978
1283;Rust;Rust;48.2659347;7.7263213
1284;Rütte;Rütte;47.673362;7.989475
1285;Rüttehof;Rüttehof;47.6395563;7.9479408
1286;Sachsenflur;Sachsenflur;49.5236015;9.7088637
1287;Sachsenhsn;Sachsenhausen;49.7315813;9.4925656
1288;Säckgn;Säckingen;47.5525538;7.9495387
1289;Saig;Saig;47.89294;8.1780582
1290;Salem;Salem;47.7666692;9.2974131
1291;Sallneck;Sallneck;47.7235218;7.7718394
1292;Sand;Sand;48.5383272;7.9208373
1293;Sandhsn;Sandhausen;49.3420088;8.6597789
1294;Sandhfn;Sandhofen;49.544346;8.444766
1295;Sandw.;Sandweier;48.8088064;8.1951676
1296;Sasb. (Achern);Sasbach (Achern);48.6390302;8.0924882
1297;Sasb. (Kaiserst.);Sasbach (Kaiserst.);48.1402686;7.6157755
1298;Sasbachrd;Sasbachried;48.6573417;8.084514
1299;Sasbachwa.;Sasbachwalden;48.6186096;8.1280222
1300;Sattelhof;Sattelhof;47.6739359;7.8781142
1301;Sauld.;Sauldorf;47.944453;9.1079848
1302;Schabenhsn;Schabenhausen;48.1300965;8.4917778
1303;Schachen;Schachen;47.6037018;8.100178
1304;Schallb.;Schallbach;47.6551983;7.6262283
1305;Schallst.;Schallstadt;47.9568123;7.7496747
1306;Schapb.;Schapbach;48.3777578;8.2913097
1307;Schatthsn;Schatthausen;49.318992;8.757417
1308;Scheident.;Scheidental;49.5049566;9.1587461
1309;Schelgn;Schelingen;48.104048;7.6827173
1310;Schellbronn;Schellbronn;48.8177953;8.7410798
1311;Schenkenz.;Schenkenzell;48.3105623;8.3717915
1312;Schergn;Scheringen;49.4682229;9.2353454
1313;Scherzhm;Scherzheim;48.7104884;7.9952091
1314;Scherzgn;Scherzingen;47.946512;7.735524345
1315;Scheuern;Scheuern;48.7557362;8.3474812
1316;Schielbg;Schielberg;48.84312;8.447876
1317;Schienen;Schienen;47.687779;8.8989458
1318;Schiftung;Schiftung;48.7674168;8.0960784
1319;Schillingst.;Schillingstadt;49.4584905;9.5727054
1320;Schiltach;Schiltach;48.290371;8.3469136
1321;Schlächtenhaus;Schlächtenhaus;47.6910473;7.7373414
1322;Schlatt a. R.;Schlatt a. Randen;47.7695634;8.7017872
1323;Schlatt u. K.;Schlatt u. Krähen;47.8051408;8.8359943
1324;Schlatt (Krozgn);Schlatt (Krozgn);47.924885;7.673101
1325;Schlechtnau;Schlechtnau;47.8176193;7.9395217
1326;Schliengen;Schliengen;47.7566623;7.5758903
1327;Schlierb.;Schlierbach;49.413804;8.746057
1328;Schlierst.;Schlierstadt;49.4549873;9.3668737
1329;Schloßau;Schloßau;49.5389678;9.1533884
1330;Schluchsee;Schluchsee;47.8185928;8.177035
1331;Schluchtern;Schluchtern (Exklave!) ;49.148495;9.102715
1332;Schluttenb.;Schluttenbach;48.8985052;8.4024783
1333;Schmidhfn;Schmidhofen;47.8906308;7.6929768
1334;Schmiehm;Schmieheim;48.2786884;7.8578952
1335;Schmitzgn;Schmitzingen;47.6492637;8.2024062
1336;Schnellgn;Schnellingen;48.28516385;8.082753516
1337;Schollach;Schollach;47.9853401;8.2472349
1338;Schöllbronn;Schöllbronn;48.895883;8.418194
1339;Schollbrunn;Schollbrunn;49.4352484;9.0777233
1339;Schollbrunn;Schollbrunn;49.4352484;9.0777233
1340;Schonach;Schonach;48.1427148;8.1974937
1341;Schönau (Heidelb.);Schönau (Heidelb.);49.436491;8.809271
1342;Schönau i. Schw.;Schönau i. Schw.;47.78624;7.893154
1343;Schönbg (Lahr);Schönberg (Lahr);48.32536;7.9671
1344;Schönbg (Offb.);Schönberg (Offb.);48.364132;8.031798
1345;Schönbrunn;Schönbrunn;48.676003;8.1876716
1346;Schönbüch;Schönbüch;47.7679732;8.2106415
1347;Schönenb. (Furtw.);Schönenbach (Furtw.);48.046121;8.232044
1348;Schönenb. (Schluchsee);Schönenbach (Schluchsee);47.7679732;8.2106415
1349;Schönenbg;Schönenberg;47.7931784;7.8832379
1350;Schönf.;Schönfeld;49.6755716;9.8017165
1351;Schönwald;Schönwald;48.1053473;8.2034483
1352;Schopfhm;Schopfheim;47.6500525;7.8216997
1353;Schrieshm;Schriesheim;49.4751705;8.6611149
1354;Schuttern;Schuttern;48.3823332;7.8501709
1355;Schuttert.;Schuttertal;48.2697416;7.955104
1356;Schutterwald;Schutterwald;48.4563397;7.8840188
1357;Schutterz.;Schutterzell;48.401331;7.837362
1358;Schwabenhm;Schwabenheim;49.444502;8.627405
1359;Schwäblishsn;Schwäblishausen;47.9669697;9.2695597
1360;Schwaib.;Schwaibach;48.3920897;8.0370469
1361;Schwand;Schwand;47.737191;7.791476
1362;Schwand.;Schwandorf;47.9511991;8.9957361
1363;Schwanenb.;Schwanenbach;48.2100822;8.2541174
1364;Schwanhm;Schwanheim;49.4020866;8.9743343
1365;Schwangn;Schwaningen;47.7786649;8.4288701
1366;Schwarzach;Schwarzach;48.747006;8.045718
1367;Schwärzenb.;Schwärzenbach;47.952275;8.230937
1368;Schwarzenb.;Schwarzenbach;48.169746;8.326038
1369;Schweigern;Schweigern;49.4904708;9.671183953
1370;Schweighsn;Schweighausen;48.2194402;7.9661577
1371;Schweighof;Schweighof;47.8058723;7.701513218
1372;Schweighöfe;Schweighöfe;47.9739294;8.1130073
1373;Schweigmatt;Schweigmatt;47.6814825;7.8825671
1374;Schweinbg;Schweinberg;49.6199846;9.5187299
